artefact_id,typology,dataset,source_csv,length_mm,width_mm,thickness_mm,volume_mm3,surface_area_mm2,elongation,flatness,compactness,circularity,rectangularity,diameter_mm,curvature,edge_length_mean,edge_length_std,edge_length_skewness,edge_length_kurtosis,edge_angle_mean_deg,edge_angle_std_deg,edge_angle_skewness,edge_angle_kurtosis,convexity,solidity
Morales_Exp4,Unmodified Flake,Morales Retouch (Spain),morales_metadata,66.76,65.41,42.5,3970.57,10766.07,1.021,1.539,0.036175,0.6366,30,0.47,71.2,3.6,4.7,5.079,49.652,1.4886,0.0,0.9102,0.522,0,0.985
Morales_Exp40,Unmodified Flake,Morales Retouch (Spain),morales_metadata,55.99,46.64,40.93,2853.82,7103.87,1.2,1.14,0.040472,0.7309,28,0.38,74.5,4.0,5.4,4.528,35.485,1.491,0.0,0.8196,0.5168,0,0.9764
Morales_Exp40b,Retouched Flake,Morales Retouch (Spain),morales_metadata,42.04,38.17,30.72,2690.22,6641.3,1.101,1.243,0.089377,0.7308,21,0.37,73.8,3.8,5.4,5.163,46.869,1.4995,0.0,0.7798,0.5767,0,0.9826
Morales_Exp41,Unmodified Flake,Morales Retouch (Spain),morales_metadata,56.33,43.27,35.44,2747.15,4622.89,1.302,1.221,0.025858,0.6291,4,0.43,69.0,3.7,5.8,5.248,40.642,1.4241,0.0,0.8406,0.5788,0,0.9645
Morales_Exp41b,Retouched Flake,Morales Retouch (Spain),morales_metadata,43.76,35.39,27.06,2548.1,4224.66,1.237,1.307,0.050409,0.6185,11,0.32,77.4,3.6,5.3,5.819,56.377,1.4175,0.0,0.8237,0.4718,0,0.9706
Morales_Exp42,Unmodified Flake,Morales Retouch (Spain),morales_metadata,52.26,49.16,13.72,2472.4,4590.68,1.063,3.583,0.032166,0.2625,22,0.32,74.4,4.0,5.3,4.542,37.518,1.3581,0.0,0.935,0.5428,0,0.9633
Morales_Exp42b,Retouched Flake,Morales Retouch (Spain),morales_metadata,50.56,47.38,36.71,2378.63,4518.91,1.067,1.29,0.03496,0.7261,17,0.37,75.1,3.8,4.8,4.511,35.632,1.4124,0.0,0.8139,0.5151,0,0.9713
Morales_Exp43,Unmodified Flake,Morales Retouch (Spain),morales_metadata,53.94,39.63,31.73,2522.64,5915.67,1.361,1.249,0.037699,0.5883,13,0.38,75.8,3.9,5.8,4.552,31.969,1.4882,0.0,0.9131,0.4867,0,0.9691
Morales_Exp43b,Retouched Flake,Morales Retouch (Spain),morales_metadata,45.5,33.72,21.25,2256.67,5547.54,1.349,1.587,0.058907,0.4671,14,0.37,59.7,3.7,5.3,4.89,39.941,1.3998,0.0,0.9534,0.508,0,0.9832
Morales_Exp44,Unmodified Flake,Morales Retouch (Spain),morales_metadata,48.03,45.26,31.34,1781.49,2630.68,1.061,1.444,0.023745,0.6525,8,0.29,74.0,3.9,6.3,6.049,58.953,1.51,0.0,0.8087,0.5337,0,0.9461
Morales_Exp44b,Retouched Flake,Morales Retouch (Spain),morales_metadata,45.28,33.56,32.44,1554.55,2440.95,1.349,1.035,0.026297,0.7165,10,0.32,68.2,3.7,5.6,5.537,51.659,1.4513,0.0,0.9117,0.4743,0,0.9624
Morales_Exp45,Unmodified Flake,Morales Retouch (Spain),morales_metadata,34.58,32.69,20.64,1633.13,2361.49,1.058,1.584,0.057115,0.5969,9,0.52,77.3,3.7,5.5,5.594,54.52,1.5409,0.0,0.8832,0.5256,0,0.9583
Morales_Exp45b,Retouched Flake,Morales Retouch (Spain),morales_metadata,35.71,35.4,25.55,1546.19,2238.24,1.009,1.385,0.049142,0.7156,10,0.3,76.9,3.6,5.3,5.798,58.022,1.4892,0.0,0.8196,0.459,0,0.9725
Morales_Exp46,Unmodified Flake,Morales Retouch (Spain),morales_metadata,48.41,41.21,30.43,1962.13,2759.36,1.175,1.354,0.024316,0.6286,3,0.37,75.7,4.0,6.8,6.075,55.698,1.4513,0.0,0.8119,0.5053,0,0.936
Morales_Exp46b,Retouched Flake,Morales Retouch (Spain),morales_metadata,36.71,28.94,28.44,1713.16,2662.57,1.268,1.018,0.053819,0.7748,3,0.33,74.0,3.7,5.5,5.408,51.265,1.4072,0.0,0.833,0.5039,0,0.974
Morales_Exp47,Unmodified Flake,Morales Retouch (Spain),morales_metadata,41.35,31.03,20.45,1459.8,2329.22,1.333,1.517,0.032941,0.4946,5,0.41,75.7,3.7,5.9,5.848,57.693,1.5236,0.0,0.9278,0.629,0,0.9725
Morales_Exp47b,Retouched Flake,Morales Retouch (Spain),morales_metadata,37.58,36.85,26.99,1301.3,2179.91,1.02,1.365,0.041061,0.7182,9,0.45,75.1,3.8,5.5,5.109,42.175,1.4716,0.0,0.8491,0.5061,0,0.9761
Morales_Exp48,Unmodified Flake,Morales Retouch (Spain),morales_metadata,52.28,50.09,44.76,2695.77,7271.73,1.044,1.119,0.050902,0.8562,17,0.36,74.5,4.1,5.8,4.338,31.913,1.3835,0.0,0.8918,0.426,0,0.9535
Morales_Exp48b,Retouched Flake,Morales Retouch (Spain),morales_metadata,49.11,47.82,33.93,2319.97,6586.81,1.027,1.409,0.055615,0.6909,22,0.35,74.8,3.9,5.3,4.795,43.914,1.4623,0.0,0.8856,0.5089,0,0.9816
Morales_Exp49,Unmodified Flake,Morales Retouch (Spain),morales_metadata,42.14,37.72,29.39,1960.55,3589.02,1.117,1.284,0.047974,0.6975,10,0.47,76.0,3.8,5.8,5.104,40.958,1.5152,0.0,0.8168,0.4756,0,0.96
Morales_Exp49b,Retouched Flake,Morales Retouch (Spain),morales_metadata,42.81,40.22,28.23,1804.71,3404.0,1.064,1.425,0.043384,0.6594,4,0.28,67.5,3.6,5.6,5.88,56.974,1.4917,0.0,0.8244,0.4582,0,0.9774
Morales_Exp4b,Retouched Flake,Morales Retouch (Spain),morales_metadata,61.19,56.1,47.29,3442.34,9692.27,1.091,1.186,0.042308,0.7729,14,0.31,71.1,3.6,4.9,5.086,44.605,1.532,0.0,0.8594,0.5024,0,0.9788
Morales_Exp5,Unmodified Flake,Morales Retouch (Spain),morales_metadata,105.26,41.89,39.39,6753.72,19912.82,2.512,1.064,0.017075,0.3742,29,0.5,74.2,3.6,5.8,4.391,29.51,1.3925,0.0,0.9501,0.5171,0,0.9517
Morales_Exp50,Unmodified Flake,Morales Retouch (Spain),morales_metadata,69.59,44.46,28.72,2895.31,6156.65,1.565,1.548,0.018268,0.4128,10,0.46,74.5,3.7,5.5,5.443,48.936,1.4486,0.0,0.9408,0.4711,0,0.9159
Morales_Exp50b,Retouched Flake,Morales Retouch (Spain),morales_metadata,53.97,51.89,39.73,2636.72,5759.4,1.04,1.306,0.036645,0.7363,9,0.32,73.9,3.5,5.2,5.884,61.201,1.515,0.0,0.7772,0.4429,0,0.94
Morales_Exp5b,Retouched Flake,Morales Retouch (Spain),morales_metadata,95.08,38.15,34.23,6451.68,0.0,2.492,1.115,0.0,0.36,18,0.47,79.2,3.7,8.1,8.93,120.714,1.3393,0.0,0.9722,0.5083,5,0.9509
Morales_Exp6,Unmodified Flake,Morales Retouch (Spain),morales_metadata,70.05,49.44,27.92,3887.37,9444.76,1.417,1.771,0.027481,0.3986,18,0.48,78.0,3.5,5.5,6.002,60.321,1.4681,0.0,0.9319,0.5103,0,0.9773
Morales_Exp6b,Retouched Flake,Morales Retouch (Spain),morales_metadata,59.88,44.15,36.79,3671.21,9115.67,1.356,1.2,0.042458,0.6145,17,0.38,73.2,3.5,5.1,5.077,43.092,1.4589,0.0,0.8141,0.4446,0,0.9771
Morales_Exp7,Unmodified Flake,Morales Retouch (Spain),morales_metadata,78.31,71.17,55.24,5246.77,16904.75,1.1,1.288,0.035195,0.7054,18,0.32,72.3,3.3,4.9,5.622,53.599,1.5324,0.0,0.8299,0.4916,0,0.9387
Morales_Exp7b,Retouched Flake,Morales Retouch (Spain),morales_metadata,58.02,51.61,48.14,4924.26,16286.63,1.124,1.072,0.083382,0.8297,15,0.42,75.3,3.2,4.5,5.594,57.385,1.509,0.0,0.8636,0.4214,0,0.9747
Morales_Exp8,Unmodified Flake,Morales Retouch (Spain),morales_metadata,98.07,91.47,64.79,7867.07,27615.29,1.072,1.412,0.029282,0.6607,21,0.73,78.6,3.3,5.8,6.088,58.23,1.2397,0.0,0.8454,0.4864,0,0.9751
Morales_Exp8b,Retouched Flake,Morales Retouch (Spain),morales_metadata,82.05,66.69,61.77,7513.79,27309.82,1.23,1.08,0.049437,0.7528,7,0.73,75.9,3.1,5.6,6.223,60.078,1.2556,0.0,0.815,0.4892,0,0.9811
Morales_Exp9,Unmodified Flake,Morales Retouch (Spain),morales_metadata,67.2,49.04,24.71,5691.57,17817.57,1.37,1.984,0.058707,0.3677,93,0.39,74.5,3.8,4.7,4.51,42.959,1.3602,0.0,0.9657,0.4819,0,0.9909
Morales_Exp9b,Retouched Flake,Morales Retouch (Spain),morales_metadata,76.13,71.25,41.41,5259.64,16806.01,1.069,1.72,0.038089,0.544,50,0.4,72.3,3.7,5.6,9.219,162.298,1.4042,0.0,0.9045,0.4764,5,0.9902
Lombao_10_0,Unmodified Cobble,Lombao Experimental Cores (Spain),lombao_metadata,94.11,78.52,70.01,15689.22,158668.76,1.198,1.122,0.190376,0.7439,0,0.0,0.0,2.4,2.4,6.467,142.992,1.524,0.0,0.9645,0.4895,0,1.0006
Lombao_10_1,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,95.57,79.73,48.38,15122.42,146801.76,1.199,1.648,0.168156,0.5063,1,0.27,67.5,3.1,3.5,5.684,78.403,1.3458,0.0,0.9368,0.4496,0,1.0013
Lombao_10_2,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,100.89,78.33,52.64,13719.31,118000.29,1.288,1.488,0.114906,0.5218,7,0.35,74.7,3.5,3.9,5.305,64.731,1.2707,0.0,0.9735,0.4641,0,1.0028
Lombao_10_3,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,95.03,61.27,48.58,12887.45,107038.13,1.551,1.261,0.124709,0.5111,9,0.39,74.3,3.3,3.8,5.27,64.879,1.2251,0.0,0.9778,0.4845,0,0.9932
Lombao_10_4,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,93.83,58.38,57.54,10444.05,66994.86,1.607,1.014,0.081098,0.6133,10,0.28,68.1,3.8,4.3,4.97,52.847,1.1687,0.0,0.9793,0.425,0,0.9835
Lombao_10_5,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,83.15,62.99,54.63,9050.18,56040.13,1.32,1.153,0.097469,0.657,13,0.34,72.0,3.7,4.1,5.421,66.536,1.1386,0.0,0.9674,0.4238,0,0.9927
Lombao_10_6,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,86.52,56.52,48.42,8637.15,50729.96,1.531,1.167,0.078322,0.5596,9,0.35,65.9,4.4,5.2,4.678,42.825,1.2908,0.0,0.9798,0.4527,0,0.9959
Lombao_11_0,Unmodified Cobble,Lombao Experimental Cores (Spain),lombao_metadata,171.38,168.12,86.78,33398.73,488705.8,1.019,1.937,0.097088,0.5064,183,0.24,65.7,3.1,3.0,4.875,75.042,1.538,0.0,0.9455,0.4515,0,1.0053
Lombao_11_1,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,160.9,144.08,115.88,32530.2,467293.08,1.117,1.243,0.112177,0.7202,134,0.24,60.0,3.3,3.3,4.476,60.111,1.4936,0.0,0.9775,0.5168,0,1.0058
Lombao_11_10,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,109.37,106.34,105.19,24780.21,291863.21,1.029,1.011,0.223081,0.9618,72,0.31,65.3,3.8,4.0,5.007,60.26,1.4849,0.0,0.9729,0.4972,0,1.016
Lombao_11_2,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,155.33,154.67,78.1,31905.24,453625.95,1.004,1.98,0.121041,0.5028,147,0.24,75.3,3.4,3.4,4.733,62.527,1.5097,0.0,0.949,0.4631,0,1.0075
Lombao_11_3,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,137.35,112.37,84.99,30064.36,400594.3,1.222,1.322,0.154592,0.6188,67,0.25,66.8,3.6,3.8,4.938,61.612,1.5106,0.0,0.9656,0.4858,0,1.0054
Lombao_11_4,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,163.94,141.99,88.54,29541.91,390888.28,1.155,1.604,0.088717,0.5401,82,0.26,72.6,3.7,3.9,5.218,69.774,1.4831,0.0,0.9552,0.4924,0,1.0084
Lombao_11_5,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,141.97,135.72,113.13,27924.1,364019.32,1.046,1.2,0.127222,0.7969,88,0.28,72.9,3.7,3.9,4.853,58.719,1.5054,0.0,0.9581,0.4943,0,1.0059
Lombao_11_6,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,145.89,145.57,80.36,27098.41,352205.35,1.002,1.811,0.113418,0.5508,78,0.35,71.5,3.6,3.8,4.938,61.232,1.4802,0.0,0.9722,0.5057,0,1.0138
Lombao_11_7,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,149.44,141.5,130.51,27109.9,0.0,1.056,1.084,0.0,0.8734,50,0.31,71.2,4.6,5.0,4.551,44.234,1.5115,0.0,0.9589,0.4834,0,1.0208
Lombao_11_8,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,140.46,117.73,114.39,26604.2,339017.25,1.193,1.029,0.122338,0.8144,55,0.26,70.3,4.7,5.4,4.816,46.058,1.5224,0.0,0.9615,0.4777,0,1.0214
Lombao_11_9,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,113.34,96.56,78.63,25160.7,298532.29,1.174,1.228,0.20504,0.6937,76,0.29,67.2,3.9,4.4,5.348,59.926,1.4956,0.0,0.9679,0.4987,0,1.0181
Lombao_12_10,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,159.25,158.65,56.54,25216.09,237704.27,1.004,2.806,0.058862,0.3551,144,0.34,66.3,5.1,5.8,4.396,36.854,1.5418,0.0,0.9686,0.4872,0,1.011
Lombao_12_2,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,150.58,133.85,97.99,36680.7,460154.16,1.125,1.366,0.134762,0.6508,52,0.3,70.5,4.6,5.3,4.846,45.159,1.5001,0.0,0.9496,0.4533,0,0.9993
Lombao_12_3,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,153.36,144.41,103.08,35114.07,421501.62,1.062,1.401,0.11687,0.6722,43,0.2,70.5,4.5,5.4,4.998,47.63,1.5302,0.0,0.9476,0.4428,0,1.0026
Lombao_12_4,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,162.99,142.73,66.65,32987.98,384863.6,1.142,2.141,0.088876,0.4089,76,0.29,74.0,4.5,5.4,4.936,45.5,1.5331,0.0,0.9537,0.4828,0,0.9885
Lombao_12_5,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,149.11,113.99,69.49,31967.6,370145.51,1.308,1.64,0.111654,0.466,86,0.31,69.0,4.4,5.1,4.577,42.164,1.5093,0.0,0.96,0.4527,0,0.9999
Lombao_12_6,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,152.1,126.05,61.95,30825.58,350539.65,1.207,2.035,0.099627,0.4073,80,0.35,66.1,4.4,4.9,4.177,37.224,1.4347,0.0,0.9643,0.4932,0,1.0041
Lombao_12_8,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,146.96,128.73,60.65,28860.67,311044.67,1.142,2.122,0.098005,0.4127,121,0.34,69.5,4.4,5.2,4.921,46.084,1.5079,0.0,0.9582,0.4751,0,1.0099
Lombao_12_9,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,160.67,160.02,55.04,26198.62,250374.3,1.004,2.907,0.06036,0.3425,131,0.37,68.5,4.5,4.9,4.08,35.77,1.5007,0.0,0.9706,0.5028,0,1.0072
Lombao_13_0,Unmodified Cobble,Lombao Experimental Cores (Spain),lombao_metadata,176.58,170.14,85.7,42463.88,0.0,1.038,1.985,0.0,0.4854,6,0.3,69.2,3.1,3.5,6.525,98.448,1.5141,0.0,0.9557,0.4857,0,1.003
Lombao_13_1,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,180.47,176.02,173.49,38513.48,571981.47,1.025,1.015,0.097308,0.9613,33,0.35,67.6,3.5,3.9,5.299,66.818,1.3464,0.0,0.9557,0.4854,0,1.0072
Lombao_13_10,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,126.48,96.91,86.41,20094.71,176803.54,1.305,1.121,0.087389,0.6832,50,0.32,71.1,4.3,4.9,4.963,50.108,1.5191,0.0,0.9609,0.4846,0,0.99
Lombao_13_2,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,167.53,163.67,99.15,35775.94,510994.26,1.024,1.651,0.108682,0.5918,48,0.35,61.9,3.4,3.7,4.917,61.926,1.4051,0.0,0.9496,0.4827,0,0.9995
Lombao_13_3,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,151.68,130.06,118.32,35216.37,500066.9,1.166,1.099,0.143308,0.7801,32,0.32,67.4,3.6,3.8,4.547,50.498,1.3988,0.0,0.9695,0.487,0,1.0004
Lombao_13_4,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,157.64,149.57,143.32,29138.41,322672.24,1.054,1.044,0.082372,0.9092,46,0.37,66.1,3.7,4.0,4.895,56.557,1.4704,0.0,0.9432,0.4781,0,0.9943
Lombao_13_5,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,132.7,121.49,99.48,28056.25,310479.91,1.092,1.221,0.132866,0.7497,52,0.34,65.3,4.1,4.6,5.111,55.554,1.5156,0.0,0.9567,0.4564,0,0.9941
Lombao_13_6,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,139.51,122.27,116.99,25419.89,258671.75,1.141,1.045,0.095264,0.8386,53,0.34,65.8,4.3,4.6,4.681,47.863,1.5118,0.0,0.9524,0.4791,0,0.9887
Lombao_13_7,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,141.9,135.32,101.15,23280.31,217610.5,1.049,1.338,0.076164,0.7128,57,0.32,71.2,5.6,6.2,4.174,33.006,1.5311,0.0,0.9593,0.4306,0,0.9876
Lombao_13_8,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,141.28,140.23,81.14,22563.32,202613.5,1.008,1.728,0.071842,0.5743,108,0.19,68.5,5.7,6.6,4.39,35.981,1.5395,0.0,0.9366,0.4732,1,0.9946
Lombao_13_9,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,121.11,111.7,100.27,21494.08,192693.35,1.084,1.114,0.108472,0.8279,50,0.34,66.2,4.0,4.3,4.946,54.479,1.5066,0.0,0.9573,0.477,0,0.9821
Lombao_14_0,Unmodified Cobble,Lombao Experimental Cores (Spain),lombao_metadata,161.46,135.05,66.29,30580.11,420462.36,1.196,2.037,0.09989,0.4106,3,0.33,72.0,3.0,3.3,6.556,99.951,1.4985,0.0,0.9743,0.4983,0,1.0025
Lombao_14_1,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,165.62,148.89,57.68,28490.69,330903.38,1.112,2.582,0.072842,0.3482,4,0.26,58.4,3.0,3.1,6.104,100.532,1.5388,0.0,0.9496,0.4576,0,0.9882
Lombao_14_10,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,115.37,93.31,42.55,11387.02,55405.01,1.236,2.193,0.036077,0.3688,24,0.42,74.3,3.9,4.6,5.361,56.917,1.5661,0.0,0.9583,0.4551,0,0.9718
Lombao_14_2,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,138.38,101.08,98.04,26634.34,275135.1,1.369,1.031,0.103834,0.7085,11,0.29,71.7,3.4,3.7,5.902,80.577,1.4639,0.0,0.9857,0.4636,0,1.0016
Lombao_14_3,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,143.72,117.2,109.88,24982.74,231952.56,1.226,1.067,0.07814,0.7646,14,0.27,62.8,3.4,3.7,5.826,78.736,1.4539,0.0,0.9733,0.4286,0,0.9878
Lombao_14_4,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,141.25,130.19,121.42,20115.93,164908.85,1.085,1.072,0.058512,0.8596,19,0.34,61.8,3.5,3.8,5.599,69.451,1.5046,0.0,0.9529,0.4603,0,0.9782
Lombao_14_5,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,142.82,138.55,71.07,18844.37,136685.31,1.031,1.95,0.046917,0.4976,35,0.38,61.6,3.7,4.3,5.736,69.031,1.5282,0.0,0.9346,0.4652,0,0.9773
Lombao_14_6,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,133.28,121.91,82.39,18295.8,127541.61,1.093,1.48,0.05387,0.6181,39,0.39,66.5,3.7,4.3,5.558,62.657,1.4645,0.0,0.9555,0.4559,0,0.9711
Lombao_14_7,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,133.32,128.13,37.68,15241.13,89527.54,1.041,3.401,0.037778,0.2826,43,0.36,58.2,3.6,4.3,5.8,68.464,1.5319,0.0,0.9743,0.4524,0,0.9568
Lombao_14_8,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,126.35,112.98,75.71,13453.81,68434.44,1.118,1.492,0.033925,0.5992,25,0.46,59.1,3.5,4.0,5.593,67.107,1.5553,0.0,0.972,0.4704,0,0.9557
Lombao_14_9,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,128.36,119.09,60.02,12623.32,59604.01,1.078,1.984,0.028184,0.4676,24,0.42,69.2,3.7,4.3,5.525,62.405,1.5145,0.0,0.947,0.5397,0,0.9519
Lombao_15_0,Unmodified Cobble,Lombao Experimental Cores (Spain),lombao_metadata,132.04,121.41,94.72,35300.44,539947.96,1.088,1.282,0.234524,0.7173,0,0.0,67.1,2.3,2.2,6.367,145.715,1.5278,0.0,0.9569,0.4611,0,1.0009
Lombao_15_1,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,162.81,162.65,95.8,34775.73,513742.75,1.001,1.698,0.119053,0.5884,16,0.33,65.1,2.8,3.2,6.032,88.582,1.425,0.0,0.9529,0.4855,0,1.0084
Lombao_15_10,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,104.64,81.74,78.93,15244.44,116792.52,1.28,1.036,0.101931,0.7543,42,0.36,72.5,4.2,5.2,5.182,50.568,1.4893,0.0,0.9274,0.4549,0,0.9957
Lombao_15_2,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,153.88,151.35,84.83,33777.37,487198.86,1.017,1.784,0.133697,0.5513,20,0.33,63.8,3.1,3.5,5.743,78.494,1.4792,0.0,0.9587,0.4678,0,1.0052
Lombao_15_3,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,146.01,145.5,141.13,32027.75,418346.32,1.004,1.031,0.134393,0.9666,33,0.34,67.8,3.6,4.0,5.495,67.848,1.4537,0.0,0.9687,0.4272,0,1.0057
Lombao_15_4,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,138.6,136.44,126.68,28894.57,341820.47,1.016,1.077,0.128395,0.914,51,0.32,69.5,3.9,4.4,5.039,54.689,1.4337,0.0,0.9409,0.4297,0,1.0101
Lombao_15_5,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,137.21,134.68,85.17,26300.12,293968.59,1.019,1.581,0.113796,0.6208,40,0.29,70.1,3.7,4.3,5.348,60.541,1.3531,0.0,0.9604,0.4507,0,1.0131
Lombao_15_6,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,103.47,90.67,77.37,24781.84,269378.3,1.141,1.172,0.243146,0.7477,49,0.37,66.2,3.8,4.3,4.918,52.088,1.4185,0.0,0.957,0.4727,0,1.0127
Lombao_15_7,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,122.26,113.57,70.56,24427.73,264854.1,1.077,1.609,0.144945,0.5772,58,0.28,72.6,5.5,6.2,4.096,31.52,1.4449,0.0,0.956,0.443,0,1.0193
Lombao_15_8,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,125.52,124.29,122.35,23814.81,260954.54,1.01,1.016,0.131965,0.9748,74,0.26,73.2,5.5,6.3,4.196,32.938,1.4996,0.0,0.9539,0.4219,0,1.0286
Lombao_15_9,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,113.92,108.22,52.97,16188.92,127901.54,1.053,2.043,0.086512,0.465,37,0.35,70.4,4.3,5.1,5.079,48.831,1.4738,0.0,0.9211,0.4255,0,0.9926
Lombao_16_0,Unmodified Cobble,Lombao Experimental Cores (Spain),lombao_metadata,152.44,152.01,66.19,27201.12,353534.58,1.003,2.296,0.099806,0.4342,28,0.28,62.2,2.8,2.7,4.487,75.802,1.5346,0.0,0.973,0.4522,0,1.0044
Lombao_16_10,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,73.71,66.93,57.31,12067.21,97454.5,1.101,1.168,0.243307,0.7774,34,0.34,72.2,3.6,3.8,4.433,51.694,1.378,0.0,0.9662,0.4658,0,1.0197
Lombao_16_2,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,137.47,127.32,121.2,20686.88,213555.05,1.08,1.051,0.082206,0.8816,49,0.31,70.7,3.5,3.8,5.253,65.857,1.3938,0.0,0.9269,0.3909,0,1.0133
Lombao_16_3,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,123.48,113.61,70.6,19448.09,201364.0,1.087,1.609,0.106946,0.5717,47,0.3,71.3,3.6,3.8,4.909,62.464,1.3866,0.0,0.954,0.448,0,1.0131
Lombao_16_4,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,116.51,104.04,66.8,18743.17,194253.86,1.12,1.557,0.122836,0.5734,52,0.31,73.0,3.6,3.8,4.572,52.527,1.4004,0.0,0.9691,0.4534,0,1.0136
Lombao_16_5,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,119.89,112.19,91.65,17804.96,172096.99,1.069,1.224,0.099875,0.7644,58,0.35,72.8,3.8,3.9,4.655,54.572,1.4164,0.0,0.955,0.4337,0,1.0273
Lombao_16_6,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,114.38,103.83,101.56,15230.77,140787.06,1.102,1.022,0.094093,0.8879,28,0.33,65.8,3.7,3.9,4.963,61.108,1.3156,0.0,0.9717,0.4439,0,1.0055
Lombao_16_7,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,98.44,81.01,79.98,14515.91,133190.1,1.215,1.013,0.139624,0.8125,29,0.31,67.0,4.3,4.7,4.664,48.253,1.4697,0.0,0.9641,0.4116,0,1.0071
Lombao_16_8,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,102.25,81.87,65.16,13847.1,124958.75,1.249,1.256,0.116893,0.6373,19,0.24,76.5,4.4,4.7,4.562,47.43,1.3951,0.0,0.9734,0.447,0,1.0139
Lombao_16_9,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,80.25,71.27,65.66,12536.47,107398.39,1.126,1.085,0.207809,0.8182,17,0.29,67.2,3.6,3.7,4.46,52.321,1.3629,0.0,0.9616,0.4443,0,1.0125
Lombao_17_0,Unmodified Cobble,Lombao Experimental Cores (Spain),lombao_metadata,144.92,117.73,69.13,27850.62,371962.97,1.231,1.703,0.122224,0.477,15,0.37,0.0,2.3,2.1,5.359,116.942,1.4318,0.0,0.9793,0.4664,0,1.0016
Lombao_17_1,Experimental Core,Lombao Experimental Cores (Spain),lombao_metadata,118.36,116.66,61.67,26173.82,309444.77,1.015,1.892,0.186616,0.521,53,0.35,68.1,2.7,2.9,5.467,76.923,1.3899,0.0,0.9604,0.4729,0,1.0276
