artefact_id,typology,dataset,source_csv,length_mm,width_mm,thickness_mm,volume_mm3,surface_area_mm2,elongation,flatness,compactness,circularity,rectangularity,diameter_mm,curvature,edge_length_mean,edge_length_std,edge_length_skewness,edge_length_kurtosis,edge_angle_mean_deg,edge_angle_std_deg,edge_angle_skewness,edge_angle_kurtosis,convexity,solidity
CTC_1330,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,49.77,32.73,18.1,1401.94,1784.42,1.521,1.808,0.01447,0.3636,27,0.16,67.8,5.0,5.0,3.802,32.814,5.0241,5.0217,3.8015,32.8142,0,0.9303
CTC_1331,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,39.45,35.75,25.13,1521.28,3317.91,1.103,1.423,0.054034,0.6369,16,0.15,72.2,8.7,8.0,2.101,8.336,8.6562,7.9827,2.1007,8.3364,0,1.0043
CTC_1332,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,51.29,47.04,42.79,2766.38,7946.59,1.09,1.099,0.058909,0.8343,47,0.2,76.2,6.5,6.0,2.939,21.491,6.4854,6.0390,2.9390,21.4913,1,0.9818
CTC_1333,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,62.88,55.79,52.65,5132.35,20186.0,1.127,1.059,0.081175,0.8373,130,0.15,71.9,7.4,6.4,2.299,10.946,7.3618,6.3725,2.2989,10.9456,0,1.0202
CTC_1336,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,18.43,8.58,6.54,169.85,71.74,2.149,1.313,0.01145,0.3545,4,0.02,76.6,3.2,2.9,2.441,16.584,3.1876,2.9359,2.4409,16.5844,0,0.9724
CTC_1337,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,18.2,8.92,4.42,178.42,87.37,2.04,2.016,0.014503,0.2432,26,0.01,77.3,3.8,3.8,3.511,35.747,3.8180,3.7589,3.5106,35.7475,0,0.9447
CTC_1338,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,10.43,7.04,3.64,82.54,26.22,1.481,1.933,0.023117,0.3491,10,0.01,74.3,3.4,3.6,3.755,39.404,3.4444,3.5716,3.7549,39.4038,0,0.9747
CTC_1340,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,41.7,40.83,30.98,1638.09,2853.35,1.021,1.318,0.03934,0.7428,37,0.14,75.8,7.6,7.3,2.98,18.112,7.6125,7.2795,2.9803,18.1122,0,0.9857
CTC_1348,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,89.37,77.51,73.8,10315.97,63088.27,1.153,1.05,0.088398,0.8258,165,0.59,71.0,14.5,12.4,1.737,5.212,14.4675,12.3756,1.7366,5.2117,3,1.0588
CTC_1349,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,37.47,32.86,31.77,1760.02,5149.59,1.14,1.034,0.09789,0.848,21,0.09,73.6,5.4,5.5,3.78,41.387,5.4199,5.4884,3.7803,41.3870,1,1.0076
CTC_1350,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,32.1,27.28,23.72,1404.02,3157.33,1.177,1.15,0.095433,0.7389,43,0.13,66.0,9.0,9.1,3.385,22.75,8.9545,9.1150,3.3853,22.7500,4,1.0152
CTC_1351,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,45.67,40.14,39.45,2149.23,5818.26,1.138,1.017,0.061063,0.8638,18,0.21,73.4,8.3,7.5,2.715,14.723,8.3232,7.5374,2.7148,14.7233,0,0.9929
CTC_1352,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,47.68,42.91,42.64,2669.0,9138.97,1.111,1.006,0.084287,0.8942,12,0.21,74.9,11.9,9.9,2.145,10.026,11.8602,9.8519,2.1452,10.0261,2,1.019
CTC_1353,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,50.69,42.54,31.79,2796.68,7768.37,1.191,1.338,0.05966,0.6272,19,0.24,70.8,11.5,9.7,2.061,8.344,11.5027,9.7448,2.0612,8.3439,0,0.9848
CTC_1354,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,46.68,43.5,31.3,2403.17,7098.5,1.073,1.39,0.069783,0.6705,42,0.16,69.6,9.9,8.7,2.387,11.785,9.8910,8.7404,2.3872,11.7846,1,1.0311
CTC_1355,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,43.46,43.42,31.65,2153.42,5976.12,1.001,1.372,0.072817,0.7283,6,0.18,72.8,8.9,7.6,2.368,12.154,8.9041,7.6483,2.3675,12.1538,0,0.9932
CTC_1356,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,50.82,49.35,48.83,3381.06,10413.47,1.03,1.011,0.079336,0.9609,44,0.27,62.8,10.9,9.0,2.079,9.508,10.8933,8.9616,2.0788,9.5079,1,1.0238
CTC_1357,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,43.61,42.82,41.19,3159.78,10715.5,1.019,1.04,0.129173,0.9444,43,0.23,70.5,10.0,8.0,1.792,6.683,10.0304,7.9951,1.7916,6.6826,0,1.0421
CTC_1358,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,46.18,42.68,35.48,3593.41,11451.77,1.082,1.203,0.116301,0.7683,146,0.28,70.2,11.5,10.0,2.205,9.925,11.5243,9.9996,2.2053,9.9248,1,1.0908
CTC_1359,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,71.36,71.13,56.26,5999.51,28326.06,1.003,1.264,0.077962,0.7885,91,0.34,65.2,9.7,8.2,1.902,7.176,9.6770,8.2332,1.9015,7.1764,0,1.0366
CTC_1360,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,72.11,54.09,49.25,5982.8,28014.31,1.333,1.098,0.07471,0.6829,77,0.16,70.7,8.1,6.9,2.358,12.497,8.1019,6.9240,2.3580,12.4966,0,1.0217
CTC_1361,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,43.51,40.22,37.86,2958.68,10332.51,1.082,1.063,0.125447,0.8701,58,0.17,71.4,7.0,6.3,2.342,10.594,6.9788,6.2624,2.3418,10.5937,0,1.0092
CTC_1362,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,39.46,31.79,26.57,2185.85,5467.52,1.241,1.197,0.088989,0.6733,39,0.22,68.1,8.2,7.3,2.325,11.285,8.1607,7.2503,2.3251,11.2846,0,1.0118
CTC_1363,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,40.33,40.1,38.97,1994.89,5909.45,1.006,1.029,0.09009,0.9663,29,0.14,75.7,6.1,5.4,2.424,13.321,6.1191,5.4206,2.4236,13.3208,0,1.0014
CTC_1364,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,38.53,37.29,30.34,1735.1,4432.62,1.033,1.229,0.077476,0.7874,24,0.16,70.0,11.0,10.0,2.498,12.131,11.0239,9.9954,2.4982,12.1313,2,0.9969
CTC_1365,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,37.16,35.74,31.69,1795.01,4461.63,1.04,1.128,0.086938,0.8529,25,0.14,72.0,12.3,12.0,2.805,14.076,12.2962,12.0324,2.8053,14.0760,5,1.0419
CTC_1366,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,55.55,52.59,34.36,3794.19,15125.47,1.056,1.531,0.088259,0.6186,50,0.25,69.8,10.3,8.2,1.749,5.96,10.2944,8.2319,1.7486,5.9603,0,1.0223
CTC_1367,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,79.05,74.16,71.94,9088.91,55068.09,1.066,1.031,0.111462,0.91,50,0.23,66.0,8.4,6.5,1.474,4.082,8.4092,6.4835,1.4743,4.0825,0,1.0143
CTC_1369,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,71.78,51.37,39.1,7156.54,32098.89,1.397,1.314,0.086803,0.5447,155,0.22,67.7,11.4,9.3,2.015,9.179,11.4420,9.3332,2.0147,9.1786,3,1.0288
CTC_1370,Flake,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,107.98,83.61,79.84,11536.88,57862.92,1.292,1.047,0.045957,0.7394,204,0.36,68.0,13.9,11.9,2.164,9.568,13.9479,11.9001,2.1643,9.5679,5,1.0503
CTC_1371,Flake,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,89.87,73.71,54.95,6132.13,17981.8,1.219,1.341,0.024778,0.6115,19,0.34,59.3,11.4,8.7,1.624,5.875,11.3644,8.7225,1.6240,5.8745,0,0.9427
CTC_1374,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,57.52,51.5,51.32,3469.67,12027.87,1.117,1.004,0.063201,0.8922,64,0.15,72.7,6.0,5.5,2.652,16.378,5.9937,5.5015,2.6522,16.3784,0,0.9918
CTC_14,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,45.23,40.77,36.73,2885.87,9229.53,1.109,1.11,0.099764,0.8121,35,0.1,72.8,5.5,6.1,4.021,36.986,5.4950,6.0542,4.0214,36.9862,2,1.0097
CTC_142,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,19.01,8.55,4.32,257.28,166.83,2.222,1.978,0.024294,0.2275,10,0.01,74.8,3.6,3.1,2.283,16.825,3.6170,3.0868,2.2835,16.8250,0,0.9621
CTC_144,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,26.19,9.54,9.51,385.07,212.37,2.745,1.003,0.011824,0.3633,29,0.01,80.1,3.8,3.9,6.821,132.322,3.8297,3.9239,6.8209,132.3222,2,0.8914
CTC_145,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,18.8,7.07,6.4,154.82,58.51,2.658,1.106,0.008803,0.3403,2,0.01,78.0,2.5,2.8,3.232,20.647,2.4657,2.8311,3.2315,20.6468,0,0.9446
CTC_146,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,9.46,3.83,2.48,59.21,18.6,2.47,1.545,0.021997,0.2621,4,0.04,76.9,3.2,3.4,3.129,25.239,3.1762,3.4304,3.1288,25.2387,0,0.9858
CTC_149,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,11.61,6.7,4.22,90.3,40.82,1.733,1.589,0.026078,0.3631,6,0.01,78.4,3.5,3.2,2.872,27.087,3.4634,3.2216,2.8715,27.0875,0,0.9743
CTC_1498,Blade,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,65.77,51.92,36.4,3224.67,6375.44,1.267,1.426,0.022414,0.5535,17,0.16,72.2,9.6,8.0,2.118,9.85,9.5646,8.0176,2.1181,9.8497,1,0.9719
CTC_15,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,53.96,51.81,47.7,3096.95,10784.81,1.041,1.086,0.068661,0.8841,30,0.17,75.7,5.3,5.2,2.809,16.479,5.3223,5.1676,2.8093,16.4786,0,0.9844
CTC_1500,Blade,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,36.47,32.92,16.34,1077.33,1382.97,1.108,2.014,0.028511,0.4481,22,0.19,71.5,9.6,9.8,2.715,14.131,9.6281,9.7883,2.7154,14.1306,3,0.9588
CTC_1501,Flake,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,61.88,60.99,36.04,3570.8,10247.45,1.015,1.692,0.043245,0.5823,67,0.21,72.0,8.3,7.2,2.219,10.126,8.3473,7.2292,2.2191,10.1257,0,1.007
CTC_1502,Flake,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,46.73,41.52,34.09,1851.26,3254.51,1.125,1.218,0.031897,0.7295,38,0.14,66.0,7.7,9.2,4.698,38.389,7.7434,9.2137,4.6977,38.3891,5,0.949
CTC_1503,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,44.41,28.22,23.68,1514.26,2399.14,1.573,1.192,0.027394,0.5332,31,0.13,65.9,8.8,8.0,2.514,12.682,8.7824,7.9521,2.5136,12.6815,0,0.9612
CTC_1505,Flake,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,25.75,24.6,14.55,843.84,1065.31,1.046,1.691,0.062424,0.5651,9,0.18,70.8,8.2,9.5,3.883,27.209,8.2419,9.4532,3.8828,27.2087,4,0.9944
CTC_1506,Flake,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,30.68,30.1,21.75,975.74,1234.84,1.019,1.384,0.042752,0.7088,17,0.17,76.0,8.8,9.6,3.459,21.858,8.7626,9.5901,3.4589,21.8577,3,0.9982
CTC_1508,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,32.74,32.6,32.32,1256.88,2901.81,1.004,1.009,0.082723,0.9874,24,0.12,73.3,8.0,7.6,2.94,19.189,8.0123,7.5735,2.9400,19.1885,1,1.0069
CTC_1509,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,23.26,22.75,16.43,590.75,840.74,1.022,1.385,0.066834,0.7065,28,0.14,76.8,13.5,13.6,2.476,10.502,13.4873,13.6498,2.4761,10.5021,5,1.0488
CTC_1512,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,36.11,34.49,32.62,2067.87,6126.98,1.047,1.057,0.130138,0.9035,50,0.18,70.9,12.7,12.6,2.614,12.083,12.7387,12.6147,2.6145,12.0835,5,1.0331
CTC_1513,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,45.52,43.08,40.63,3002.84,8404.46,1.057,1.06,0.089125,0.8926,39,0.23,68.8,13.1,10.9,2.103,9.429,13.1084,10.8609,2.1032,9.4290,4,1.038
CTC_1515,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,40.63,40.04,35.22,1750.5,3863.88,1.015,1.137,0.057608,0.8668,82,0.15,67.2,9.6,8.3,2.107,9.2,9.5801,8.2539,2.1069,9.1998,0,0.9838
CTC_1517,Flake,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,58.63,45.2,39.39,2816.65,5352.82,1.297,1.147,0.026562,0.6718,12,0.22,61.3,11.9,10.2,2.473,12.892,11.8546,10.2164,2.4730,12.8917,3,0.9639
CTC_154,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,23.72,7.95,4.36,278.99,118.17,2.983,1.824,0.008852,0.1838,8,0.01,78.7,3.6,3.5,3.075,23.208,3.6017,3.4917,3.0751,23.2084,0,0.9541
CTC_16,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,46.08,43.7,38.8,2528.3,8063.12,1.054,1.126,0.082429,0.8421,85,0.09,71.8,5.3,5.7,3.223,20.847,5.3269,5.7360,3.2231,20.8473,0,1.0422
CTC_1660,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,40.01,31.27,22.75,1459.52,2838.38,1.28,1.375,0.044307,0.5685,33,0.13,70.8,6.5,6.5,2.827,16.678,6.4639,6.5153,2.8267,16.6785,0,0.9888
CTC_17,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,59.31,49.29,48.06,4546.39,17951.14,1.203,1.026,0.086059,0.8104,29,0.12,71.3,7.7,6.5,2.605,16.858,7.7395,6.5206,2.6054,16.8575,0,1.0018
CTC_1766,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,52.98,39.01,37.88,2278.51,4092.07,1.358,1.03,0.027519,0.715,28,0.14,73.7,5.2,5.3,3.248,23.81,5.2072,5.2557,3.2484,23.8096,0,0.9241
CTC_18,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,64.85,61.8,56.03,5529.33,27746.82,1.049,1.103,0.101752,0.864,38,0.16,71.8,7.2,6.8,3.6,31.218,7.1874,6.8454,3.6000,31.2185,3,1.0264
CTC_1845,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,13.62,13.5,4.06,128.79,44.92,1.009,3.328,0.017773,0.2977,21,0.01,79.8,2.8,2.9,4.022,49.079,2.8194,2.9324,4.0221,49.0795,0,0.9382
CTC_1846,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,8.19,4.26,1.96,39.28,10.54,1.923,2.173,0.01918,0.2393,6,0.01,79.9,3.6,3.4,3.606,42.283,3.6360,3.4489,3.6059,42.2828,0,0.9768
CTC_1847,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,10.1,4.57,2.93,66.49,18.67,2.212,1.561,0.018098,0.2897,7,0.02,79.2,3.3,3.1,2.812,23.307,3.3010,3.0657,2.8122,23.3069,0,0.9717
CTC_1848,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,9.61,3.71,3.68,48.33,14.46,2.59,1.008,0.016289,0.383,5,0.03,79.0,2.8,3.2,4.965,148.28,2.7958,3.1793,4.9648,148.2800,0,0.9315
CTC_1849,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,12.69,9.45,3.93,97.82,38.79,1.343,2.406,0.018997,0.3094,6,0.02,77.1,2.9,2.8,2.924,20.161,2.8589,2.7963,2.9240,20.1607,0,0.9448
CTC_1851,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,11.51,4.98,2.71,76.77,25.86,2.313,1.84,0.016949,0.235,12,0.01,79.7,3.5,3.4,3.43,37.134,3.4979,3.4291,3.4304,37.1340,0,0.9653
CTC_1870,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,15.47,9.12,4.01,157.33,65.54,1.697,2.275,0.01769,0.259,7,0.02,78.5,3.5,3.6,4.024,48.545,3.4679,3.6074,4.0237,48.5446,0,0.964
CTC_1871,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,35.19,32.32,26.13,1372.67,2880.27,1.089,1.237,0.066088,0.7426,48,0.04,75.6,2.8,3.3,3.694,28.13,2.7973,3.2774,3.6941,28.1297,0,0.9837
CTC_1888,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,36.37,19.68,14.3,578.49,478.94,1.848,1.376,0.009956,0.3932,18,0.05,78.0,2.8,3.2,3.886,31.117,2.8393,3.2361,3.8863,31.1171,0,0.8921
CTC_1889,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,58.61,56.9,55.49,3787.47,11902.92,1.03,1.025,0.059115,0.9467,246,0.08,74.7,5.9,5.0,1.785,5.331,5.9171,5.0265,1.7855,5.3311,0,1.018
CTC_1899,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,13.34,10.97,4.64,114.22,42.78,1.216,2.362,0.018024,0.3482,13,0.01,77.9,3.2,3.2,3.466,56.963,3.2371,3.2473,3.4660,56.9626,0,0.9543
CTC_19,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,61.99,52.16,48.41,4291.91,16830.02,1.189,1.077,0.070635,0.7809,43,0.16,77.1,5.6,5.2,3.31,29.493,5.6442,5.2012,3.3103,29.4930,1,0.9913
CTC_193,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,21.18,6.06,4.77,218.9,102.67,3.495,1.27,0.010802,0.2253,5,0.01,80.5,2.9,2.7,3.421,46.021,2.9191,2.7269,3.4213,46.0215,0,0.9713
CTC_194,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,22.66,9.44,8.12,220.04,94.91,2.4,1.162,0.008155,0.3584,7,0.01,78.6,3.1,2.9,2.52,19.115,3.1181,2.8632,2.5203,19.1148,0,0.8947
CTC_195,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,39.46,24.34,21.63,779.58,685.21,1.621,1.126,0.011156,0.5481,38,0.02,78.9,7.1,7.0,3.508,28.692,7.1380,6.9894,3.5078,28.6921,3,0.8255
CTC_1950,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,60.1,50.4,50.11,4805.9,20888.17,1.192,1.006,0.096237,0.8338,59,0.12,65.8,6.9,6.0,2.095,10.695,6.9383,6.0332,2.0946,10.6951,0,1.0088
CTC_1954,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,27.22,7.57,7.45,287.31,134.28,3.597,1.016,0.006657,0.2737,9,0.0,80.5,6.4,6.8,3.136,21.82,6.3515,6.7502,3.1358,21.8201,5,0.9275
CTC_1961,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,14.04,5.8,4.32,114.75,43.89,2.42,1.342,0.015866,0.3078,8,0.02,76.4,7.2,6.9,2.637,15.931,7.1715,6.8958,2.6367,15.9314,1,0.9595
CTC_1963,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,10.93,6.44,4.51,94.49,41.3,1.698,1.43,0.031593,0.4121,134,0.0,75.7,11.7,11.7,2.634,13.516,11.6557,11.6720,2.6336,13.5162,5,1.0204
CTC_1965,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,54.39,53.34,31.02,4480.21,19019.43,1.02,1.72,0.11822,0.5703,94,0.12,71.0,4.1,5.0,6.908,125.739,4.0665,4.9517,6.9076,125.7389,5,1.0416
CTC_1966,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,51.92,42.83,31.08,3474.1,12609.99,1.212,1.378,0.090079,0.5986,72,0.12,69.8,3.5,4.0,3.371,23.212,3.4905,3.9931,3.3707,23.2124,0,0.9811
CTC_1967,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,35.25,35.08,32.96,1719.23,4383.73,1.005,1.065,0.100096,0.9349,46,0.11,73.8,3.3,3.8,3.702,28.53,3.3108,3.7866,3.7021,28.5296,0,0.9982
CTC_2,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,48.08,33.55,32.9,2531.28,7739.2,1.433,1.02,0.06961,0.6843,38,0.13,73.7,4.0,4.5,3.461,24.553,4.0270,4.4748,3.4606,24.5528,0,1.0082
CTC_20,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,80.25,71.44,59.38,6304.39,31984.67,1.123,1.203,0.061891,0.74,58,0.2,75.9,6.9,6.2,2.94,23.493,6.9357,6.1619,2.9397,23.4931,1,1.0037
CTC_21,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,38.84,35.66,35.26,1990.0,5245.08,1.089,1.012,0.089511,0.9077,45,0.1,65.8,5.2,6.2,4.926,50.724,5.2207,6.2078,4.9256,50.7244,3,1.0008
CTC_217,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,25.87,9.69,2.18,259.12,108.07,2.67,4.443,0.006241,0.0843,8,0.01,81.4,3.4,3.2,2.828,19.944,3.4471,3.2133,2.8284,19.9435,0,0.9627
CTC_218,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,19.19,8.76,6.14,141.23,45.79,2.191,1.426,0.006476,0.32,15,0.01,78.6,3.3,3.5,4.15,42.836,3.2648,3.4667,4.1501,42.8355,0,0.9061
CTC_22,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,38.62,36.87,36.82,2101.46,6255.48,1.048,1.001,0.10862,0.9534,31,0.1,71.2,3.8,3.9,2.858,15.539,3.8164,3.9164,2.8582,15.5391,0,1.0066
CTC_220,Blade,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,42.23,31.55,19.27,1109.05,1148.16,1.338,1.637,0.01525,0.4565,24,0.16,73.4,5.5,5.9,3.845,28.577,5.5289,5.9329,3.8449,28.5769,0,0.9313
CTC_221,Blade,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,61.42,47.32,33.96,3239.3,7573.43,1.298,1.394,0.032691,0.5529,18,0.34,65.0,8.6,7.5,2.978,20.978,8.6125,7.5290,2.9778,20.9779,1,0.9649
CTC_222,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,59.75,41.83,26.11,2518.69,4135.77,1.428,1.602,0.019388,0.437,39,0.24,64.8,6.6,5.9,2.862,21.532,6.5545,5.8792,2.8618,21.5324,0,0.9536
CTC_223,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,51.98,49.34,18.53,1697.41,2524.47,1.053,2.663,0.017977,0.3564,25,0.18,65.8,6.0,6.1,3.612,29.132,5.9955,6.1124,3.6124,29.1316,0,0.9291
CTC_23,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,34.41,30.13,27.28,1998.88,5370.43,1.142,1.105,0.131772,0.7926,24,0.08,70.7,5.9,6.4,3.837,32.027,5.8977,6.4036,3.8374,32.0273,2,0.9969
CTC_230,Tool,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,59.4,33.67,16.48,1465.86,1796.1,1.765,2.043,0.008568,0.2774,25,0.18,63.0,11.3,10.8,2.902,16.1,11.2557,10.7878,2.9025,16.1002,5,0.8088
CTC_24,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,29.47,29.03,25.82,1511.52,4084.39,1.015,1.124,0.159629,0.8761,46,0.12,72.7,5.0,5.7,4.257,38.382,5.0047,5.7132,4.2573,38.3824,0,1.0205
CTC_25,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,50.35,47.98,47.96,3912.9,14456.08,1.049,1.0,0.113248,0.9526,28,0.15,75.2,5.1,4.9,3.108,21.771,5.0866,4.9097,3.1079,21.7706,0,0.9791
CTC_26,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,59.07,58.04,50.35,3738.64,13011.77,1.018,1.153,0.063114,0.8523,41,0.11,68.8,7.7,7.0,2.804,17.098,7.6522,7.0301,2.8040,17.0978,1,1.0262
CTC_27,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,44.51,39.13,30.18,2046.89,5219.49,1.137,1.297,0.059209,0.678,22,0.13,68.6,4.0,4.6,4.368,45.035,4.0091,4.5831,4.3680,45.0354,1,0.989
CTC_28,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,38.41,35.0,32.6,2566.89,8754.26,1.097,1.074,0.154442,0.8486,67,0.1,72.5,8.2,8.3,3.134,19.577,8.1831,8.3440,3.1344,19.5766,3,1.0303
CTC_29,Core,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,33.54,28.24,26.0,1798.71,4974.51,1.188,1.086,0.131884,0.7754,33,0.1,67.4,8.0,8.8,3.665,26.467,7.9993,8.8381,3.6648,26.4669,5,1.0041
CTC_290,Flake,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,74.81,52.33,38.24,4979.15,15341.9,1.43,1.368,0.036639,0.5112,38,0.28,67.8,8.7,7.6,2.312,10.741,8.7336,7.6067,2.3121,10.7410,0,0.9773
CTC_291,Flake,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,46.73,43.35,38.04,2808.43,5772.58,1.078,1.14,0.056574,0.8141,25,0.22,73.4,10.8,9.5,2.653,14.451,10.7689,9.5459,2.6533,14.4506,3,0.9781
CTC_292,Flake,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,38.99,25.75,24.05,1515.45,0.0,1.514,1.071,0.0,0.6168,30,0.22,63.0,11.9,13.8,3.36,17.791,11.8800,13.7753,3.3597,17.7911,5,1.0058
CTC_293,Blade,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,50.28,35.33,18.14,1204.42,1311.03,1.423,1.948,0.010311,0.3607,21,0.14,58.8,5.9,6.3,3.562,26.037,5.9289,6.2894,3.5619,26.0367,0,0.9068
CTC_295,Blade,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,46.18,37.04,21.19,1622.59,1693.43,1.247,1.748,0.017195,0.4589,26,0.17,63.2,6.8,7.0,3.366,23.21,6.8169,7.0067,3.3662,23.2098,0,0.8734
CTC_296,Blade,Castelcivita (Vol 2),Castelcivita_3D_metadata.csv,43.09,29.92,25.09,1526.61,2089.06,1.44,1.192,0.02611,0.5824,21,0.25,58.0,7.3,7.2,3.762,30.162,7.2534,7.1852,3.7617,30.1616,1,0.9551
